ISSUED,OFFICERBADGE,LOCATIONDESC1,LOCATIONDESC2
2017-12-08 22:49:00,FA42,212 BLOUNT,"(35.77783, -78.63685199999999)"
2017-12-11 19:13:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-21 22:18:00,FA42,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-21 22:19:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-10-30 13:48:00,FA22,0 WEST HARGETT ST,"(35.7782736, -78.6392211)"
2017-11-28 10:31:00,FA26,CABARRUS DECK,"(35.7745549, -78.64087219999999)"
2017-11-28 10:33:00,FA22,200 W HARGETT ST 125,"(35.77834989999999, -78.641823)"
2017-11-28 10:38:00,FA43,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-11-07 10:06:00,FA41,300 SOUTH BLOODWORTH,"(35.776359, -78.63338259999999)"
2017-11-07 10:12:00,FA41,300 SOUTH BLOODWORTH,"(35.776359, -78.63338259999999)"
2017-11-07 10:13:00,FA40,200 S SALISBURY ST 2,"(35.7781779, -78.6404079)"
2017-11-07 10:17:00,FA40,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-11-07 10:18:00,FA36,100 EAST SOUTH ST,"(35.7721384, -78.6385116)"
2017-11-07 10:21:00,FA40,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-11-07 10:22:00,FA22,100 CHAMBERLAIN ST,"(35.787531, -78.667023)"
2017-11-07 10:23:00,FA43,100 S WILMINGTON ST,"(35.7792562, -78.638463)"
2017-11-07 10:25:00,FA22,100 CHAMBERLAIN ST,"(35.787531, -78.667023)"
2017-11-07 10:27:00,FA40,00 WEST MARTIN ST,"(35.7769274, -78.6392868)"
2017-12-14 12:00:00,FA40,0 S BLOUNT ST 210,"(35.7776909, -78.63696759999999)"
2017-12-14 12:06:00,FA40,0 S BLOUNT ST 204,"(0.0, 0.0)"
2017-12-14 12:08:00,FA40,0 S BLOUNT ST 203,"(35.7774829, -78.6357905)"
2017-12-14 12:08:00,FA22,0 W MARTIN ST 502,"(35.7771591, -78.6473474)"
2017-12-14 12:14:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-14 12:20:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-14 12:25:00,FA41,400 WEST DAVIE ST,"(35.7758101, -78.645245)"
2017-12-14 12:26:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-14 11:07:00,FA36,600 DANIELS ST,"(35.7923527, -78.6611151)"
2017-12-14 11:12:00,FA40,100 E EDENTON ST 261,"(35.7811775, -78.6380695)"
2017-12-14 11:13:00,FA36,800 DANIELS ST,"(35.7953129, -78.65864479999999)"
2017-12-14 11:13:00,FA39,601-699 JOHNSON,"(35.7873309, -78.64723819999999)"
2017-12-01 10:54:00,FA43,100 W HARGETT ST 140,"(35.778306, -78.6401829)"
2017-12-01 11:02:00,FA43,0 W HARGETT ST 154,"(35.7790649, -78.64156)"
2017-12-05 09:15:00,FA26,00 EAST HARGETT ST,"(35.7782729, -78.63920159999999)"
2017-12-13 09:14:00,FA36,3000 HILLSBOROUGH ST,"(35.7894685, -78.6759281)"
2017-11-16 17:52:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-07 10:30:00,FA43,100 N SALISBURY ST 3,"(35.7820589, -78.6405724)"
2017-11-07 10:32:00,FA40,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-11-07 10:34:00,FA39,400 GLENWOOD AVE 127,"(35.7851459, -78.6470989)"
2017-11-07 10:36:00,FA22,200 CHAMBERLAIN ST,"(35.7885526, -78.6660042)"
2017-11-07 10:40:00,FA40,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-11-07 10:40:00,FA36,400 WEST MARTIN ST,"(35.7771261, -78.6451939)"
2017-11-07 10:45:00,FA41,200 E HARGETT ST 272,"(35.7781751, -78.6365776)"
2017-11-07 10:45:00,FA40,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-11-09 18:05:00,FA27,700 WEST JONES ST,"(35.7830846, -78.6493151)"
2017-12-14 12:33:00,FA22,0 W DAVIE ST 221,"(35.7756468, -78.6432968)"
2017-12-14 12:41:00,FA40,100 E HARGETT ST 402,"(35.77822889999999, -78.6382297)"
2017-12-14 12:47:00,FA39,500 NORTH,"(35.7848583, -78.6457267)"
2017-12-14 12:47:00,FA40,200 E HARGETT ST 259,"(35.7781751, -78.6365776)"
2017-12-14 12:49:00,FA22,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-12-14 12:57:00,FA39,400 NORTH,"(35.7852674, -78.6452816)"
2017-12-14 13:02:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-12-14 13:04:00,FA39,400 NORTH ST,"(35.7852674, -78.6452816)"
2017-12-20 10:25:00,FA43,00 MAIDEN LN,"(35.7869232, -78.6628971)"
2017-12-20 10:36:00,FA26,500 FAYETTEVILLE ST,"(0.0, 0.0)"
2017-12-20 10:48:00,FA26,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-12-20 11:04:00,FA39,200 SOUTH SALISBURY,"(35.7781779, -78.6404079)"
2017-12-02 19:47:00,S16,300 NORTH BOYLAN AVE,"(35.7842324, -78.6490293)"
2017-12-02 19:47:00,FA27,200 NORTH BOYLAN AVE,"(35.7829013, -78.6490834)"
2017-12-04 15:04:00,FA39,0 GLENWOOD AVE 201,"(35.7832631, -78.64771259999999)"
2017-12-04 15:05:00,FA36,0 N SALISBURY ST 189,"(35.7825225, -78.6404488)"
2017-12-04 15:06:00,FA22,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-12-04 15:07:00,FA43,0 W DAVIE ST 222,"(35.7757075, -78.6423497)"
2017-12-04 15:07:00,FA39,0 GLENWOOD AVE 202,"(35.783623, -78.6471458)"
2017-12-14 11:15:00,FA22,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-12-14 11:15:00,FA26,1000 SOUTH SAUNDERS,"(35.769151, -78.6484878)"
2017-12-14 11:20:00,FA26,1000 SOUTH SAUNDERS,"(35.769151, -78.6484878)"
2017-12-14 11:21:00,FA22,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-12-14 11:27:00,FA22,0 W HARGETT ST 159,"(0.0, 0.0)"
2017-11-16 12:42:00,FA41,200 EAST DAVIE ST,"(35.775172, -78.635915)"
2017-11-16 12:42:00,FA36,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-30 10:50:00,FA43,0 E HARGETT ST 164,"(35.7780171, -78.6366788)"
2017-11-30 10:56:00,FA39,608 WILLARD,"(35.782148, -78.64821599999999)"
2017-11-30 10:58:00,FA43,0 E HARGETT ST 168,"(0.0, 0.0)"
2017-12-04 11:02:00,FA41,100 E MARTIN ST 284,"(0.0, 0.0)"
2017-12-28 14:07:00,FA22,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-12-28 14:13:00,FA22,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-12-04 15:08:00,FA22,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-12-28 15:12:00,FA22,0 W MARTIN ST 188,"(35.7771447, -78.6417269)"
2017-12-28 15:14:00,FA22,0 W MARTIN ST 188,"(35.7771447, -78.6417269)"
2017-12-28 15:19:00,FA26,100 E MORGAN ST 127,"(35.7788918, -78.6192165)"
2017-12-28 15:20:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-11-16 17:53:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-16 18:00:00,FA27,300 WEST DAVIE ST,"(35.7757522, -78.6436338)"
2017-11-17 00:03:00,FA27,600 WEST TUCKER ST,"(35.7865648, -78.6477048)"
2017-11-17 09:14:00,FA36,100 SOUTH WEST ST,"(35.779845, -78.64611889999999)"
2017-11-17 09:16:00,FA40,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-11-17 09:23:00,FA40,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-11-17 09:33:00,FA41,300 S BLOUNT ST 204,"(35.776837, -78.6366719)"
2017-11-17 09:35:00,FA40,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-11-28 15:12:00,FA39,200 GLENWOOD AVE 189,"(35.782899, -78.6471869)"
2017-11-28 15:13:00,FA22,30 WEST COMMERCE PL,"(35.7762612, -78.6447002)"
2017-11-28 15:18:00,FA39,500 W LANE ST 305,"(35.7840083, -78.6466042)"
2017-11-28 15:19:00,FA43,0 E HARGETT ST 162,"(35.7780173, -78.6366838)"
2017-11-28 15:27:00,FA43,0 E HARGETT ST 166,"(35.7780169, -78.6366737)"
2017-11-09 19:52:00,FA27,00 WEST HARGETT ST,"(35.7782736, -78.6392211)"
2017-12-14 13:04:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-12-14 13:09:00,FA41,100 EAST LENOIR ST,"(35.7728833, -78.6384564)"
2017-12-14 13:11:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-12-14 13:16:00,FA41,100 EAST LENOIR ST,"(35.7728833, -78.6384564)"
2017-12-14 13:17:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-12-05 14:39:00,FA36,2600 VANDERBILT AVE,"(35.7893739, -78.6694503)"
2017-12-05 14:40:00,FA22,400 S SALISBURY ST 4,"(35.7756438, -78.640329)"
2017-11-30 16:06:00,FA36,2600 VANDERBILT AVE,"(35.7893739, -78.6694503)"
2017-11-30 16:08:00,FA22,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-11-30 16:12:00,FA22,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-11-30 16:13:00,FA27,100 EAST SOUTH ST,"(35.7721384, -78.6385116)"
2017-12-14 11:36:00,FA22,0 W HARGETT ST 149,"(35.7781587, -78.6415948)"
2017-12-14 11:37:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-14 11:38:00,FA41,400 SOUTH DAWSON ST,"(35.7757384, -78.6436256)"
2017-12-14 11:42:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-14 11:43:00,FA22,200 S SALISBURY ST,"(0.0, 0.0)"
2017-12-14 11:44:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-14 11:49:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-14 11:52:00,FA22,200 S SALISBURY ST 3,"(0.0, 0.0)"
2017-12-07 13:28:00,FA41,400 WEST DAVIE ST,"(35.7758101, -78.645245)"
2017-12-07 13:37:00,FA41,300 W DAVIE ST 144,"(35.7757522, -78.6436338)"
2017-11-30 11:10:00,FA43,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-11-30 11:10:00,FA22,100 W CABARRUS ST 45,"(35.7742853, -78.64041449999999)"
2017-11-17 09:43:00,FA41,100 E DAVIE ST 323,"(35.7754699, -78.63799139999999)"
2017-11-17 09:54:00,FA26,00 MAIDEN LN,"(35.7869232, -78.6628971)"
2017-11-17 09:56:00,FA40,0 W MARTIN ST 501,"(0.0, 0.0)"
2017-11-17 09:59:00,FA41,300 S WILMINGTON ST,"(35.777289, -78.6384242)"
2017-11-17 10:03:00,FA43,100 W JONES ST 314,"(35.7825845, -78.6399744)"
2017-11-17 10:04:00,FA42,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-11-17 10:06:00,FA43,100 W JONES ST 313,"(35.7825845, -78.6399744)"
2017-11-28 15:40:00,FA22,300 W MARTIN ST 168,"(0.0, 0.0)"
2017-11-28 15:41:00,FA39,400 GLENWOOD AVE 168,"(35.7851459, -78.6470989)"
2017-11-28 15:47:00,FA43,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-11-28 15:49:00,FA39,601-699 JOHNSON,"(35.7873309, -78.64723819999999)"
2017-11-28 15:56:00,FA43,0 E MARTIN ST 191,"(35.7768384, -78.63670119999999)"
2017-12-05 14:46:00,FA22,400 S SALISBURY ST 4,"(35.7756438, -78.640329)"
2017-12-14 12:03:00,FA22,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-12-14 12:03:00,FA40,0 S BLOUNT ST 206,"(35.7776995, -78.6369665)"
2017-12-14 12:05:00,FA26,500 FLORENCE ST,"(35.7746135, -78.6491277)"
2017-12-14 12:10:00,FA40,0 S BLOUNT ST 200,"(35.7780305, -78.63690369999999)"
2017-12-14 12:17:00,FA40,100 E MORGAN ST 115,"(35.7788918, -78.6192165)"
2017-12-14 12:25:00,FA40,100 E MORGAN ST 112,"(35.7788918, -78.6192165)"
2017-12-14 12:31:00,FA40,100 S BLOUNT ST 151,"(35.7775226, -78.6366403)"
2017-12-14 12:36:00,FA41,300 W MARTIN ST 178,"(35.7770679, -78.64353229999999)"
2017-11-30 11:23:00,FA43,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-11-30 11:24:00,FA26,300 W MARTIN ST,"(35.7770679, -78.64353229999999)"
2017-11-30 11:29:00,FA42,500-598 CABARRUS,"(35.773795, -78.63238799999999)"
2017-11-30 11:30:00,FA40,100 SOUTH WEST ST,"(35.779845, -78.64611889999999)"
2017-11-30 11:30:00,FA22,0 W DAVIE ST 216,"(35.7757037, -78.6422504)"
2017-11-30 11:34:00,FA22,0 W DAVIE ST 220,"(35.7757062, -78.6423166)"
2017-11-30 11:34:00,FA36,100 CHAMBERLAIN ST,"(35.787531, -78.667023)"
2017-12-28 15:23:00,FA26,100 E MORGAN ST 124,"(35.7788918, -78.6192165)"
2017-11-20 13:26:00,FA41,0 W MARTIN ST 502,"(35.7771591, -78.6473474)"
2017-11-20 13:30:00,FA41,0 W MARTIN ST 503,"(35.7771591, -78.6473474)"
2017-12-29 08:43:00,FA26,1000 SOUTH SAUNDERS,"(35.769151, -78.6484878)"
2017-12-29 11:15:00,FA26,200 WEST MARTIN ST,"(35.7770267, -78.64219419999999)"
2017-11-28 16:03:00,FA43,0 W MARTIN ST 188,"(35.7771447, -78.6417269)"
2017-12-05 14:51:00,FA43,100 W HARGETT ST 147,"(35.778306, -78.6401829)"
2017-12-05 14:57:00,FA22,0 W DAVIE ST 216,"(35.7757037, -78.6422504)"
2017-12-14 12:37:00,FA22,0 W DAVIE ST 218,"(35.7756935, -78.64198549999999)"
2017-12-14 12:42:00,FA41,300 W MARTIN ST 158,"(35.7770679, -78.64353229999999)"
2017-12-14 12:45:00,FA40,200 E HARGETT ST 262,"(35.7781751, -78.6365776)"
2017-12-14 12:49:00,FA39,500 NORTH,"(35.7848583, -78.6457267)"
2017-11-30 11:35:00,FA43,100 S SALISBURY ST 2,"(35.7796228, -78.6401087)"
2017-11-30 11:40:00,FA36,100 CHAMBERLAIN ST,"(35.787531, -78.667023)"
2017-11-30 11:47:00,FA36,100 HORNE ST,"(35.788632, -78.667253)"
2017-11-30 11:49:00,FA43,100 W HARGETT ST 144,"(35.778306, -78.6401829)"
2017-11-30 11:55:00,FA36,100 HORNE ST,"(35.788632, -78.667253)"
2017-11-30 12:00:00,FA36,2500 VANDERBILT AVE,"(35.7887286, -78.6676777)"
2017-11-20 13:44:00,FA22,300 W MARTIN ST 171,"(35.7770679, -78.64353229999999)"
2017-11-20 13:57:00,FA22,300 S DAWSON ST 113,"(35.7767777, -78.6438082)"
2017-11-20 21:27:00,FA41,500 WEST HARGETT ST,"(35.7785073, -78.6460688)"
2017-12-05 15:05:00,FA22,0 W DAVIE ST 220,"(35.7757062, -78.6423166)"
2017-12-05 15:10:00,FA43,0 E HARGETT ST 166,"(35.7780169, -78.6366737)"
2017-12-05 15:10:00,FA36,2900 EVERETT AVE,"(35.7923287, -78.67449309999999)"
2017-12-05 15:10:00,FA22,0 W DAVIE ST 222,"(35.7757075, -78.6423497)"
2017-12-05 15:30:00,FA43,200 FAIRALL DR,"(35.7957045, -78.668268)"
2017-12-05 15:31:00,FA43,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-12-05 15:35:00,FA41,200 W MARTIN ST 178,"(35.7770267, -78.64219419999999)"
2017-11-30 12:02:00,FA26,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-11-30 12:06:00,FA39,400 NORTH,"(35.7852674, -78.6452816)"
2017-11-30 12:08:00,FA42,500-598 CABARRUS,"(35.773795, -78.63238799999999)"
2017-11-30 12:13:00,FA40,100 WEST SOUTH ST,"(35.7722082, -78.6406117)"
2017-11-30 12:19:00,FA39,400 GLENWOOD AVE 140,"(35.7851459, -78.6470989)"
2017-12-05 15:37:00,FA43,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-12-05 15:42:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-12-05 15:48:00,FA43,0 W MARTIN ST 190,"(0.0, 0.0)"
2017-12-05 15:55:00,FA41,100 S SALISBURY ST 2,"(35.7796228, -78.6401087)"
2017-12-05 16:02:00,FA41,200 W HARGETT ST 128,"(35.77834989999999, -78.641823)"
2017-12-05 16:02:00,FA22,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-12-05 16:04:00,FA43,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-05 16:11:00,FA43,300 S SALISBURY ST 3,"(35.7765381, -78.64111489999999)"
2017-12-05 16:15:00,FA27,700 SOUTH BLOUNT ST,"(35.7720769, -78.636893)"
2017-11-30 12:19:00,FA26,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-11-30 12:21:00,FA36,2600 VANDERBILT AVE,"(35.7893739, -78.6694503)"
2017-11-30 12:29:00,FA22,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-11-30 12:42:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-11-30 12:58:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-11-13 16:30:00,FA41,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-11-13 16:38:00,FA41,600 GLENWOOD AVE,"(35.787477, -78.646833)"
2017-12-05 16:16:00,FA43,200 S SALISBURY ST 2,"(35.7781779, -78.6404079)"
2017-12-05 16:17:00,FA22,0 W DAVIE ST 221,"(35.7756468, -78.6432968)"
2017-12-05 16:20:00,FA41,300 W MARTIN ST 171,"(35.7770679, -78.64353229999999)"
2017-12-05 16:22:00,FA43,200 S MCDOWELL ST 24,"(35.777722, -78.642673)"
2017-12-05 16:26:00,FA43,200 S MCDOWELL ST 24,"(35.777722, -78.642673)"
2017-12-05 16:28:00,FA41,300 W MARTIN ST 164,"(35.7770679, -78.64353229999999)"
2017-12-05 16:29:00,FA43,200 S MCDOWELL ST 24,"(35.777722, -78.642673)"
2017-12-05 16:33:00,FA42,500 GLENWOOD,"(35.786568, -78.64702)"
2017-12-14 20:04:00,S16,500 WEST HARGETT ST,"(35.7785073, -78.6460688)"
2017-12-14 20:15:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-14 20:21:00,FA42,612 WEST JOHNSON,"(35.787647, -78.648273)"
2017-12-14 20:30:00,S16,400 WEST DAVIE ST,"(35.7758101, -78.645245)"
2017-11-03 20:59:00,FA36,100 SOUTH HARRINGTON,"(35.7796747, -78.6453259)"
2017-11-20 17:43:00,FA41,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-20 17:46:00,FA41,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-20 17:46:00,FA27,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-11-20 17:50:00,FA27,600 GLENWOOD AVE,"(35.787477, -78.646833)"
2017-11-27 17:41:00,S16,400 WEST DAVIE ST,"(35.7758101, -78.645245)"
2017-12-29 12:27:00,FA26,WILMINGTON STATION D,"(35.7787561, -78.63719019999999)"
2017-12-29 12:37:00,FA26,300 WEST HARGETT ST,"(35.7788282, -78.6436624)"
2017-12-15 00:18:00,FA42,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-11-15 23:26:00,FA27,200 EAST MARTIN ST,"(35.776658, -78.636477)"
2017-11-03 21:03:00,FA36,300 WEST MARTIN ST,"(35.7770679, -78.64353229999999)"
2017-10-28 19:18:00,S16,600 WEST TUCKER ST,"(35.7865648, -78.6477048)"
2017-10-28 19:19:00,FA36,600 TUCKER ST,"(35.7865648, -78.6477048)"
2017-10-28 19:21:00,FA36,600 TUCKER ST,"(35.7865648, -78.6477048)"
2017-12-05 22:33:00,S16,200 GLENWOOD AVE,"(35.782899, -78.6471869)"
2017-12-05 23:30:00,FA42,1000 GARDNER ST,"(35.7985194, -78.6674895)"
2017-11-29 07:25:00,FA40,800 WEST MORGAN ST,"(35.7799399, -78.6521532)"
2017-11-10 20:46:00,FA41,700 WEST LANE ST,"(35.7842254, -78.6490464)"
2017-12-28 11:53:00,FA26,400 S BLOUNT ST 226,"(35.7753518, -78.6366833)"
2017-12-12 17:09:00,FA27,400 WEST JONES ST,"(35.7827594, -78.64489669999999)"
2017-12-12 17:10:00,FA42,400 WEST JONES,"(35.7827594, -78.64489669999999)"
2017-12-12 17:12:00,FA27,400 WEST JONES ST,"(35.7827594, -78.64489669999999)"
2017-12-12 17:23:00,FA42,300 WEST COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-12 20:47:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-12 23:08:00,FA27,2200 HOPE ST,"(35.7879147, -78.664245)"
2017-12-12 23:14:00,FA42,100 CHAMBERLAIN ST,"(35.787531, -78.667023)"
2017-10-30 23:20:00,S16,2500 VANDERBILT AVE,"(35.7887286, -78.6676777)"
2017-11-08 20:10:00,FA27,300 WEST HARGETT ST,"(35.7788282, -78.6436624)"
2017-11-20 07:11:00,FA40,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-12 14:14:00,FA22,0 E MARTIN ST 199,"(35.776837, -78.6366719)"
2017-12-18 07:30:00,FA36,900 HILLSBOROUGH ST,"(35.7828417, -78.6530057)"
2017-12-18 07:41:00,FA36,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-12-22 20:02:00,FA43,700 NORTH ST,"(0.0, 0.0)"
2017-11-03 09:19:00,FA22,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-11-03 09:24:00,FA22,0 E MARTIN ST 194,"(35.7768375, -78.63668150000001)"
2017-11-03 09:37:00,FA43,300 W HARGETT ST 180,"(35.7788282, -78.6436624)"
2017-11-03 09:38:00,FA22,0 W HARGETT ST 150,"(35.7790643, -78.6415385)"
2017-11-03 09:47:00,FA22,0 W HARGETT ST 154,"(35.7790649, -78.64156)"
2017-11-03 09:46:00,FA40,300 S WILMINGTON ST,"(35.777289, -78.6384242)"
2017-10-28 00:18:00,FA36,400 NORTH BOYLAN AVE,"(35.7849868, -78.6489964)"
2017-10-28 00:21:00,FA41,700 WEST NORTH ST,"(35.7849874, -78.6490137)"
2017-10-28 00:29:00,FA36,700 WEST NORTH ST,"(35.7849874, -78.6490137)"
2017-10-28 00:30:00,FA41,700 WEST NORTH ST,"(35.7849874, -78.6490137)"
2017-10-28 00:34:00,FA36,700 WEST NORTH ST,"(0.0, 0.0)"
2017-11-09 22:13:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-09 22:19:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-09 22:24:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-22 11:46:00,FA43,100 POLK ST 361,"(35.7860561, -78.6377972)"
2017-12-22 11:53:00,FA41,500 SOUTH HARRINGTON,"(35.7744519, -78.6453586)"
2017-12-22 11:53:00,FA26,100 EAST POLK ST,"(35.7860561, -78.6377972)"
2017-12-12 23:14:00,FA27,100 CHAMBERLAIN ST,"(35.787531, -78.667023)"
2017-12-23 20:07:00,FA42,200 SOUTH BLOUNT,"(35.7780305, -78.63690369999999)"
2017-12-23 20:07:00,FA27,200 SOUTH BLOUNT ST,"(35.7780305, -78.63690369999999)"
2017-12-23 20:09:00,FA42,200 SOUTH BLOUNT,"(35.7780305, -78.63690369999999)"
2017-12-23 20:10:00,FA27,200 SOUTH BLOUNT ST,"(35.7780305, -78.63690369999999)"
2017-11-07 19:21:00,FA27,00 HORNE ST,"(35.7877815, -78.6680307)"
2017-11-16 18:36:00,FA27,CABARRUS DECK,"(0.0, 0.0)"
2017-11-13 19:52:00,FA41,200 WEST HARGETT ST,"(35.77834989999999, -78.641823)"
2017-11-10 17:30:00,FA41,100 SOUTH HARRINGTON,"(35.7796747, -78.6453259)"
2017-11-10 17:37:00,FA27,600 GLENWOOD AVE,"(35.787477, -78.646833)"
2017-11-10 17:50:00,FA41,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-10 18:09:00,FA41,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-11-03 12:54:00,FA42,200 HILLSBOROUGH ST,"(35.7808575, -78.6419572)"
2017-11-03 13:00:00,FA22,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-11-03 13:01:00,FA42,200 HILLSBOROUGH ST,"(35.7808575, -78.6419572)"
2017-12-08 12:22:00,FA40,300 SOUTH BLOUNT ST,"(35.776837, -78.6366719)"
2017-12-08 12:27:00,FA41,100 HORNE ST,"(35.788632, -78.667253)"
2017-12-08 12:34:00,FA43,CITY CENTER DECK,"(35.774582, -78.637845)"
2017-12-22 20:05:00,FA41,700 WEST NORTH ST,"(35.7849874, -78.6490137)"
2017-11-09 20:09:00,FA27,00 WEST MARTIN ST,"(35.7769274, -78.6392868)"
2017-12-20 17:16:00,FA42,00 SOUTH HARRINGTON,"(35.7805972, -78.6450083)"
2017-11-03 09:53:00,FA40,200 S WILMINGTON ST,"(35.77755459999999, -78.638149)"
2017-11-03 09:59:00,FA40,100 S WILMINGTON ST,"(35.7792562, -78.638463)"
2017-11-03 10:03:00,FA43,200 W HARGETT ST 120,"(35.77834989999999, -78.641823)"
2017-11-03 10:11:00,FA43,200 S MCDOWELL ST 24,"(35.777722, -78.642673)"
2017-11-03 10:15:00,FA43,200 S MCDOWELL ST 24,"(35.777722, -78.642673)"
2017-11-03 10:16:00,FA42,0 N SALISBURY ST 186,"(35.7824932, -78.63957959999999)"
2017-11-03 10:22:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-13 16:52:00,FA27,100 NORTH HARRINGTON,"(35.7814272, -78.644953)"
2017-11-08 16:47:00,FA26,200 SOUTH WILMINGTON,"(35.77755459999999, -78.638149)"
2017-11-08 17:08:00,FA26,300 WEST DAVIE ST,"(35.7757522, -78.6436338)"
2017-11-08 17:19:00,FA27,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-11-08 17:25:00,FA27,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-11-01 08:46:00,FA43,00 NORTH WILMINGTON,"(35.780365, -78.638131)"
2017-11-01 08:56:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-11-01 08:56:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-11-16 18:52:00,FA27,00 WEST MARTIN ST,"(35.7769274, -78.6392868)"
2017-11-16 18:58:00,FA27,00 WEST MARTIN ST,"(35.7769274, -78.6392868)"
2017-12-13 19:53:00,S16,300 GLENWOOD AVE,"(35.784294, -78.647143)"
