ISSUED,OFFICERBADGE,LOCATIONDESC1,LOCATIONDESC2
2017-10-18 10:12:00,FA40,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-10-18 10:15:00,FA40,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-10-18 10:15:00,FA22,100 SOUTH HARRINGTON,"(35.7796747, -78.6453259)"
2017-10-18 10:26:00,FA43,00 FURCHES ST,"(35.7921035, -78.68191039999999)"
2017-10-11 14:00:00,FA22,200 W JONES ST 333,"(35.78304860000001, -78.6418685)"
2017-10-13 19:53:00,FA27,700 WEST JOHNSON ST,"(35.7873976, -78.6488619)"
2017-10-13 20:01:00,FA27,700 WEST JOHNSON ST,"(35.7873976, -78.6488619)"
2017-10-16 13:13:00,FA22,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-10-15 21:20:00,2878,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-15 21:30:00,2878,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-15 21:30:00,2878,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-15 21:30:00,2878,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-15 21:33:00,3425,4600 HILLSBOROUGH  STREET,"(35.7955349, -78.7019423)"
2017-10-15 21:30:00,3425,4600 HILLSBOROUGH  STREET,"(35.7955349, -78.7019423)"
2017-10-15 21:24:00,3425,4600 HILLSBOROUGH  STREET,"(35.7955349, -78.7019423)"
2017-10-15 21:22:00,3425,4600 HILLSBOROUGH  STREET,"(35.7955349, -78.7019423)"
2017-10-15 21:20:00,3425,4600 HILLSBOROUGH  STREET,"(35.7955349, -78.7019423)"
2017-10-15 21:19:00,3425,4600 HILLSBOROUGH  STREET,"(35.7955349, -78.7019423)"
2017-10-16 18:50:00,2921,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-16 18:50:00,2921,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-16 18:45:00,2921,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-16 18:45:00,2921,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-16 18:45:00,2921,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-16 18:34:00,2854,4600 BERYL RD,"(35.7947565, -78.7029362)"
2017-10-16 18:45:00,2854,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-16 18:45:00,2854,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-16 18:45:00,2854,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-16 18:55:00,2921,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-16 19:00:00,2921,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-02 09:52:00,FA40,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-02 09:55:00,FA40,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-02 10:00:00,FA40,0 W MARTIN ST 189,"(35.7769249, -78.64183539999999)"
2017-10-02 10:09:00,FA40,200 SOUTH FAYETTEVIL,"(35.77806700000001, -78.6394545)"
2017-10-02 10:26:00,FA40,0 E HARGETT ST 165,"(35.7783825, -78.6367649)"
2017-10-02 10:26:00,FA39,300 GLENWOOD AVE 126,"(35.784294, -78.647143)"
2017-10-02 10:33:00,FA39,200 GLENWOOD AVE 113,"(35.782899, -78.6471869)"
2017-10-15 15:48:00,S16,646-698 HUTTON,"(35.7900939, -78.7019505)"
2017-10-18 23:39:00,FA36,3000 HILLSBOROUGH ST,"(35.7894685, -78.6759281)"
2017-10-11 12:44:00,FA40,500 S MCDOWELL ST 27,"(35.7738011, -78.6430874)"
2017-10-11 13:11:00,FA22,200 EAST LENOIR ST,"(35.7728298, -78.6368425)"
2017-10-21 18:11:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-21 18:11:00,FA27,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-10-21 21:29:00,FA27,700 WEST NORTH ST,"(35.7849874, -78.6490137)"
2017-10-24 16:39:00,FA36,400 WEST JONES ST,"(35.7827594, -78.64489669999999)"
2017-10-24 16:41:00,FA36,400 WEST JONES ST,"(35.7827594, -78.64489669999999)"
2017-10-24 16:49:00,FA36,700 TUCKER ST,"(35.7863178, -78.6489483)"
2017-10-22 15:01:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 15:00:00,S16,4200 BERYL ROAD,"(35.79475499999999, -78.694357)"
2017-10-22 15:03:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 15:04:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 15:08:00,S16,4200 BERYL ROAD,"(35.79475499999999, -78.694357)"
2017-10-22 15:09:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 15:15:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-18 10:37:00,FA43,3300 HALL PL,"(35.7925044, -78.6800045)"
2017-10-18 10:47:00,FA22,300 W MARTIN ST 174,"(35.7770679, -78.64353229999999)"
2017-10-18 10:51:00,3588,4600 BERYL ROAD,"(35.7947565, -78.7029362)"
2017-10-18 10:50:00,FA41,200 SOUTH BLOUNT ST,"(35.7780305, -78.63690369999999)"
2017-10-18 10:58:00,FA39,500 GLENWOOD AVE 144,"(35.786568, -78.64702)"
2017-10-18 10:59:00,FA40,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-10-18 11:03:00,FA39,500 GLENWOOD AVE 147,"(35.786568, -78.64702)"
2017-10-18 11:08:00,FA39,500 GLENWOOD AVE 162,"(35.786568, -78.64702)"
2017-10-25 17:40:00,FA36,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-10-25 22:04:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-10-25 22:07:00,FA36,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-10-07 19:33:00,FA41,400 NORTH WEST ST,"(35.7850283, -78.6453631)"
2017-10-13 16:20:00,FA36,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-10-13 16:22:00,FA36,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-10-14 14:40:00,S16,4216 BERYL,"(35.79513439999999, -78.69735399999999)"
2017-10-16 15:46:00,FA40,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-10-16 15:53:00,FA43,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-16 15:54:00,FA40,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-15 21:16:00,3425,4600 HILLSBOROUGH  STREET,"(35.7955349, -78.7019423)"
2017-10-15 21:16:00,3425,4600 HILLSBOROUGH  STREET,"(35.7955349, -78.7019423)"
2017-10-15 21:15:00,3425,4600 HILLSBOROUGH  STREET,"(35.7955349, -78.7019423)"
2017-10-15 21:13:00,3425,4600 HILLSBOROUGH  STREET,"(35.7955349, -78.7019423)"
2017-10-15 21:10:00,2878,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-15 21:15:00,2878,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-15 21:15:00,2878,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-15 21:15:00,3878,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-15 21:00:00,2878,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-15 21:00:00,2878,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-15 21:00:00,2878,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-16 19:00:00,2921,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-16 19:00:00,2921,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-16 19:05:00,2921,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-16 19:10:00,2921,4700 HILLSBOROUGH  STREET,"(35.795436, -78.7025805)"
2017-10-16 17:42:00,2790,544 PYLON DR,"(35.7921986, -78.7035144)"
2017-10-16 15:31:00,3790,4800 BERYL RD,"(35.7939304, -78.7060556)"
2017-10-16 18:04:00,3790,4400 BERYL RD,"(35.7949346, -78.69994880000002)"
2017-10-16 23:26:00,3741,ST JAMES CHURCH RD,"(35.8372239, -78.5722945)"
2017-10-18 17:12:00,FA36,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-10-02 10:34:00,FA40,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-10-02 10:46:00,FA40,200 S SALISBURY ST 2,"(35.7781779, -78.6404079)"
2017-10-02 10:57:00,FA40,100 W HARGETT ST 138,"(35.778306, -78.6401829)"
2017-10-02 11:03:00,FA41,CHARTER SQUARE DECK,"(35.7745506, -78.6379233)"
2017-10-02 11:05:00,FA40,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-10-02 11:11:00,FA40,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-11-17 12:45:00,FA43,200 W EDENTON ST,"(35.781292, -78.6416689)"
2017-11-17 12:48:00,FA43,200 W EDENTON ST,"(35.781292, -78.6416689)"
2017-11-17 12:48:00,FA41,200 EAST DAVIE ST,"(35.775172, -78.635915)"
2017-11-17 12:52:00,FA43,200 W EDENTON ST,"(35.781292, -78.6416689)"
2017-11-17 12:54:00,FA41,200 EAST DAVIE ST,"(35.775172, -78.635915)"
2017-11-17 12:54:00,FA43,200 W EDENTON ST,"(35.781292, -78.6416689)"
2017-11-15 07:11:00,FA36,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-15 07:20:00,FA36,500 WEST HARGETT ST,"(35.7785073, -78.6460688)"
2017-11-15 07:22:00,FA36,500 WEST HARGETT ST,"(35.7785073, -78.6460688)"
2017-11-22 11:51:00,FA41,300 S WILMINGTON ST,"(35.777289, -78.6384242)"
2017-11-08 09:42:00,FA41,300 SOUTH BLOUNT ST,"(35.776837, -78.6366719)"
2017-12-08 07:46:00,FA26,1100 HILLSBOROUGH ST,"(35.7820823, -78.65424)"
2017-11-22 22:06:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-13 10:11:00,FA36,100 BROOKS AVE,"(35.7874236, -78.67411609999999)"
2017-12-13 10:17:00,FA22,0 W DAVIE ST 222,"(35.7757075, -78.6423497)"
2017-12-13 10:25:00,FA41,300 S DAWSON ST 122,"(35.7767777, -78.6438082)"
2017-12-13 10:26:00,FA22,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-12-13 10:32:00,FA41,300 S DAWSON ST 113,"(35.7767777, -78.6438082)"
2017-11-22 11:51:00,FA22,300 W DAVIE ST 144,"(35.7757522, -78.6436338)"
2017-11-22 11:52:00,FA26,400 S SALISBURY ST 3,"(35.7756438, -78.640329)"
2017-11-22 11:53:00,FA43,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-11-22 11:53:00,FA39,0 GLENWOOD AVE 102,"(35.7819745, -78.647319)"
2017-11-22 11:53:00,FA42,2400 HILLSBOROUGH ST,"(35.7877521, -78.6670422)"
2017-11-22 11:59:00,FA41,200 SOUTH S WILMINGT,"(35.7782431, -78.638229)"
2017-11-22 11:59:00,FA36,100 W JONES ST 308,"(35.7825845, -78.6399744)"
2017-11-22 12:05:00,FA36,100 W JONES ST 302,"(35.7825845, -78.6399744)"
2017-11-22 12:08:00,FA39,300 GLENWOOD AVE 177,"(35.784294, -78.647143)"
2017-10-27 18:42:00,FA41,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-10-27 18:49:00,FA36,400 WEST DAVIE ST,"(35.7758101, -78.645245)"
2017-10-27 18:51:00,FA36,400 WEST DAVIE ST,"(35.7758101, -78.645245)"
2017-11-29 22:54:00,S16,BLOUNT/HIGHWOODS DECK,"(35.7762019, -78.6375027)"
2017-11-15 19:07:00,FA27,200 WEST EDENTON ST,"(35.781292, -78.6416689)"
2017-11-15 19:10:00,FA27,200 WEST EDENTON ST,"(35.781292, -78.6416689)"
2017-11-29 15:07:00,FA41,300 EAST CABARRUS ST,"(35.7740902, -78.6351353)"
2017-10-27 20:07:00,FA41,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-09 16:40:00,FA27,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-11-09 16:48:00,FA27,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-12-01 20:29:00,FA43,600 WEST TUCKER ST,"(35.7865648, -78.6477048)"
2017-12-13 10:41:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-12-13 10:51:00,FA43,200 S MCDOWELL ST 24,"(35.777722, -78.642673)"
2017-12-13 10:52:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-13 10:53:00,FA36,2700 HILLSBOROUGH ST,"(35.7887799, -78.6710537)"
2017-12-13 10:59:00,FA43,200 S MCDOWELL ST 23,"(35.777722, -78.642673)"
2017-12-13 11:06:00,FA41,300 W DAVIE ST 146,"(35.7757522, -78.6436338)"
2017-12-13 11:06:00,FA43,100 W HARGETT ST 140,"(35.778306, -78.6401829)"
2017-11-22 12:08:00,FA36,100 W JONES ST 301,"(35.7825845, -78.6399744)"
2017-11-22 12:20:00,FA40,100 NORTH HARRINGTON,"(35.7814272, -78.644953)"
2017-11-22 12:27:00,FA43,100 S SALISBURY ST,"(35.7796228, -78.6401087)"
2017-11-22 12:32:00,FA42,100 GARDNER ST 850,"(35.7896712, -78.6704587)"
2017-11-22 12:33:00,FA39,400 GLENWOOD AVE 165,"(35.7851459, -78.6470989)"
2017-11-22 12:35:00,FA22,300 W MARTIN ST 170,"(35.7770679, -78.64353229999999)"
2017-12-06 09:49:00,FA39,400 NORTH,"(35.7852674, -78.6452816)"
2017-12-06 09:57:00,FA39,400 NORTH,"(35.7852674, -78.6452816)"
2017-12-06 09:58:00,FA43,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-11-29 15:08:00,FA36,100 BROOKS AVE,"(35.7874236, -78.67411609999999)"
2017-11-30 09:45:00,FA42,100 E DAVIE ST 317,"(35.7754699, -78.63799139999999)"
2017-11-30 09:45:00,FA26,200 S MCDOWELL ST 24,"(35.777722, -78.642673)"
2017-12-21 17:21:00,FA27,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-11-02 18:15:00,FA36,600 NORTH BOYLAN AVE,"(35.7874096, -78.6488487)"
2017-11-02 18:23:00,FA36,300 GLENWOOD AVE,"(35.784294, -78.647143)"
2017-10-30 22:03:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-10-30 22:03:00,FA36,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-21 20:27:00,FA42,600 WEST TUCKER,"(35.7865648, -78.6477048)"
2017-12-21 20:27:00,S16,00 WEST MARTIN ST,"(35.7769274, -78.6392868)"
2017-12-21 20:34:00,FA27,600 NORTH BOYLAN AVE,"(35.7874096, -78.6488487)"
2017-12-21 20:35:00,S16,200 SOUTH BLOUNT ST,"(35.7780305, -78.63690369999999)"
2017-12-21 20:44:00,FA27,600 WEST TUCKER ST,"(35.7865648, -78.6477048)"
2017-11-07 19:17:00,FA27,100 HORNE ST,"(35.788632, -78.667253)"
2017-11-22 12:57:00,FA42,2500 VANDERBILT AVE,"(35.7887286, -78.6676777)"
2017-11-22 12:58:00,FA41,100 E HARGETT ST 401,"(35.77822889999999, -78.6382297)"
2017-11-22 13:07:00,FA42,2600 VANDERBILT AVE,"(35.7893739, -78.6694503)"
2017-11-22 13:13:00,FA22,300 W MARTIN ST 163,"(35.7770679, -78.64353229999999)"
2017-11-22 13:12:00,FA42,2700 VANDERBILT AVE,"(35.789635, -78.6707401)"
2017-12-06 10:06:00,FA41,300 W HARGETT ST 196,"(0.0, 0.0)"
2017-12-06 10:14:00,FA43,0 W MARTIN ST 187,"(35.7769244, -78.64181789999999)"
2017-12-06 10:19:00,FA39,400 NORTH,"(35.7852674, -78.6452816)"
2017-12-06 10:19:00,FA22,100 CABARRUS ST,"(35.7739274, -78.63819149999999)"
2017-12-06 10:22:00,FA43,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-06 10:27:00,FA41,100 SOUTH WEST,"(35.779845, -78.64611889999999)"
2017-12-06 10:27:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-11-01 08:16:00,FA26,500 NORTH BOYLAN AVE,"(35.7863278, -78.6489287)"
2017-12-21 17:21:00,FA42,500 GLENWOOD,"(35.786568, -78.64702)"
2017-12-21 17:22:00,FA42,500 GLENWOOD,"(35.786568, -78.64702)"
2017-12-21 17:23:00,FA27,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-12-21 17:26:00,FA42,500 GLENWOOD,"(35.786568, -78.64702)"
2017-12-21 17:34:00,FA27,600 GLENWOOD AVE,"(35.787477, -78.646833)"
2017-12-21 17:38:00,FA42,600 GLENWOOD,"(35.787477, -78.646833)"
2017-11-13 16:35:00,FA41,600 GLENWOOD AVE,"(35.787477, -78.646833)"
2017-10-25 13:57:00,3510,300 PACE STREET,"(35.7888592, -78.63392739999999)"
2017-10-21 13:30:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 13:05:00,2465,4900 HILLSBOROUGH  STREET,"(35.793769, -78.7080115)"
2017-10-21 17:15:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 15:16:00,2465,4900 HILLSBOROUGH  STREET,"(35.793769, -78.7080115)"
2017-10-21 15:13:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 13:40:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 15:52:00,2465,4200 HILLSBOROUGH  STREET,"(35.7980369, -78.6965266)"
2017-10-21 15:44:00,2465,4200 BERYL RD,"(35.79475499999999, -78.694357)"
2017-10-21 15:41:00,2465,4200 BERYL RD,"(35.79475499999999, -78.694357)"
2017-10-21 15:28:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-11-22 19:40:00,S16,200 SOUTH BLOUNT ST,"(35.7780305, -78.63690369999999)"
2017-11-22 19:47:00,FA27,200 SOUTH BLOUNT ST,"(35.7780305, -78.63690369999999)"
2017-12-05 10:18:00,FA22,100 W CABARRUS ST 45,"(35.7742853, -78.64041449999999)"
2017-12-05 10:20:00,FA41,300 W HARGETT ST 188,"(35.7788282, -78.6436624)"
2017-12-05 10:24:00,FA43,00 WEST MARTIN ST,"(35.7769274, -78.6392868)"
2017-12-05 10:30:00,FA22,100 WEST DAVIE ST,"(35.775644, -78.6403375)"
2017-12-05 10:31:00,FA26,200 SOUTH WEST ST,"(35.778367, -78.64653799999999)"
2017-12-05 10:37:00,FA41,200 W HARGETT ST 124,"(35.77834989999999, -78.641823)"
2017-12-05 10:38:00,FA22,0 W DAVIE ST 219,"(35.7756176, -78.6423567)"
2017-12-05 10:44:00,FA22,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-12-05 10:51:00,FA43,0 E MARTIN ST 196,"(35.7768372, -78.6366767)"
2017-11-02 18:56:00,S16,600 WEST TUCKER ST,"(35.7865648, -78.6477048)"
2017-11-02 19:02:00,S16,600 WEST TUCKER ST,"(35.7865648, -78.6477048)"
2017-11-02 19:02:00,FA36,200 SOUTH BLOUNT ST,"(35.7780305, -78.63690369999999)"
2017-11-02 19:09:00,S16,500 NORTH HARRINGTON,"(35.7869104, -78.6444623)"
2017-11-09 09:04:00,FA36,200 EAST CABARRUS ST,"(35.7741424, -78.63678949999999)"
2017-11-22 17:26:00,FA27,600 WEST JOHNSON ST,"(35.7873309, -78.64723819999999)"
2017-11-22 17:38:00,FA27,100 SOUTH HARRINGTON,"(35.7796747, -78.6453259)"
2017-11-22 17:45:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-22 17:45:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-22 17:46:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-10-30 09:06:00,FA22,0 E MARTIN ST 194,"(0.0, 0.0)"
2017-10-30 09:10:00,FA43,200 W DAVIE ST 214,"(0.0, 0.0)"
2017-10-28 18:28:00,FA36,400 SOUTH WILMINGTON,"(35.7756074, -78.6383615)"
2017-12-06 10:29:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-06 10:29:00,FA43,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-06 10:35:00,FA40,00 NORTH BLOUNT ST,"(35.7803465, -78.6362381)"
2017-12-06 10:36:00,FA43,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-06 10:37:00,FA41,500 WEST HARGETT ST,"(35.7785073, -78.6460688)"
2017-12-06 10:42:00,FA39,500 GLENWOOD AVE 163,"(35.786568, -78.64702)"
2017-12-06 10:45:00,FA40,100 EAST LANE ST,"(35.7838347, -78.63791520000001)"
2017-12-06 10:45:00,FA22,0 W DAVIE ST 216,"(35.7757037, -78.6422504)"
2017-10-27 23:13:00,S16,400 NORTH WEST ST,"(35.7850283, -78.6453631)"
2017-10-27 23:15:00,FA41,100 LOGAN COURT,"(35.7878167, -78.6657609)"
2017-10-27 23:21:00,FA36,100 CHAMBERLAIN ST,"(35.787531, -78.667023)"
2017-10-27 23:21:00,S16,500 NORTH HARRINGTON,"(35.7869104, -78.6444623)"
2017-10-27 23:28:00,FA41,200 CHAMBERLAIN ST,"(35.7885526, -78.6660042)"
2017-10-27 23:34:00,FA41,100 HORNE ST,"(35.788632, -78.667253)"
2017-12-21 17:39:00,FA27,600 GLENWOOD AVE,"(35.787477, -78.646833)"
2017-12-18 16:24:00,FA26,300 WEST HARGETT ST,"(35.7788282, -78.6436624)"
2017-12-18 16:24:00,FA43,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-10-31 13:01:00,FA22,0 W MARTIN ST 187,"(35.7769244, -78.64181789999999)"
2017-10-31 13:07:00,FA22,0 W MARTIN ST 190,"(35.7771456, -78.64176429999999)"
2017-10-31 13:09:00,FA41,100 HORNE ST,"(35.788632, -78.667253)"
2017-10-31 13:10:00,FA22,0 W MARTIN ST 502,"(35.7771591, -78.6473474)"
2017-10-31 13:14:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-21 15:30:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 15:25:00,2465,4900 HILLSBOROUGH  STREET,"(35.793769, -78.7080115)"
2017-10-21 15:22:00,2465,4900 HILLSBROUGH ST,"(35.799558, -78.723826)"
2017-10-21 15:20:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 15:19:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 14:02:00,2465,4900 HILLSBOROUGH  STREET,"(35.793769, -78.7080115)"
2017-10-21 14:00:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 13:58:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 13:51:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 13:41:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 01:34:00,2465,4900 HILLSBOROUGH  STREET,"(35.793769, -78.7080115)"
2017-12-05 10:59:00,FA36,700 SMALLWOOD DR,"(35.7886739, -78.65511149999999)"
2017-12-05 11:03:00,FA43,0 W HARGETT ST,"(35.7782736, -78.6392211)"
2017-12-05 11:18:00,FA43,100 S SALISBURY ST,"(35.7796228, -78.6401087)"
2017-12-05 11:27:00,FA36,100 CHAMBERLAIN ST,"(35.787531, -78.667023)"
2017-11-22 16:58:00,S16,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-11-22 16:58:00,FA27,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-11-22 17:03:00,S16,600 GLENWOOD AVE,"(35.787477, -78.646833)"
2017-11-22 17:04:00,FA27,600 GLENWOOD AVE,"(35.787477, -78.646833)"
2017-11-22 17:08:00,FA27,600 GLENWOOD AVE,"(35.787477, -78.646833)"
2017-10-31 23:07:00,FA36,2600 VANDERBILT AVE,"(35.7893739, -78.6694503)"
2017-10-31 23:14:00,FA36,2700 VANDERBILT AVE,"(35.789635, -78.6707401)"
2017-12-07 07:53:00,FA26,1100 HILLSBOROUGH ST,"(35.7820823, -78.65424)"
2017-12-13 11:07:00,FA40,100 EAST LANE ST,"(35.7838347, -78.63791520000001)"
2017-12-13 11:14:00,FA39,400 NORTH ST,"(0.0, 0.0)"
2017-12-13 11:19:00,FA39,400 NORTH ST,"(0.0, 0.0)"
2017-12-13 11:20:00,FA40,100 EAST JONES ST,"(35.7824974, -78.637244)"
2017-12-13 11:21:00,FA41,300 W MARTIN ST 168,"(35.7770679, -78.64353229999999)"
2017-12-13 11:21:00,FA39,400 NORTH ST,"(35.7852674, -78.6452816)"
2017-12-13 11:26:00,FA40,100 EAST JONES ST,"(35.7824974, -78.637244)"
2017-12-13 11:28:00,FA22,100 W CABARRUS ST 45,"(35.7742853, -78.64041449999999)"
2017-10-30 14:09:00,FA22,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-10-30 14:16:00,FA43,300 SOUTH MORGAN ST,"(35.7797459, -78.643395)"
2017-11-27 17:08:00,S16,00 SOUTH HARRINGTON,"(35.7805972, -78.6450083)"
2017-10-30 14:00:00,FA22,100 S SALISBURY ST 2,"(35.7796228, -78.6401087)"
2017-10-30 14:31:00,FA22,100 W HARGETT ST 143,"(35.778306, -78.6401829)"
2017-12-07 12:46:00,FA36,100 GROVELAND AVE,"(35.7865823, -78.6612347)"
2017-12-07 12:47:00,FA43,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-07 12:48:00,FA39,600 JOHNSON ST,"(35.7873309, -78.64723819999999)"
2017-12-07 12:52:00,FA36,100 GROVELAND AVE,"(35.7865823, -78.6612347)"
2017-12-07 13:46:00,FA41,300 W MARTIN ST 166,"(35.7770679, -78.64353229999999)"
2017-10-31 13:25:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-31 13:36:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-31 13:45:00,FA22,0 W MARTIN ST 502,"(35.7771591, -78.6473474)"
2017-10-31 15:18:00,FA22,200 S SALISBURY ST 2,"(35.7781779, -78.6404079)"
2017-10-31 15:22:00,FA22,0 W HARGETT ST 151,"(35.7781589, -78.6416042)"
2017-10-21 15:33:00,2465,4900 HILLSBOROUGH  STREET,"(35.793769, -78.7080115)"
2017-10-21 15:10:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 15:03:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 15:00:00,2465,4900 HILLSBOROUGH  STREET,"(35.793769, -78.7080115)"
2017-10-21 14:58:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
2017-10-21 14:56:00,2465,4900 HILLSBOROUGH  STREET,"(35.799558, -78.723826)"
